% Model:              IncommensuratePeriodicSignals.mph
% Version:            COMSOL 4.4.0.150
% Date:               Feb 4 2014, 05:28
% Table:              Table 4 - Global Evaluation 10 (u(t))
% Time (s)               C1(z)                    C2(z)                    C3(z)
1.25                     14.662258078472613       14.555830100997728       9.686911670711938
1.2625000000000002       14.631610607999901       14.426716757346373       9.568343720551004
1.2750000000000001       14.596928513187912       14.298729265108618       9.451957631795715
1.2875                   14.55629782860276        14.172109717616031       9.337689859698111
1.3                      14.507864625696753       14.047131282174789       9.225454783390708
1.3125                   14.449864561385336       13.924015673702534       9.11515383045908
1.3250000000000002       14.380651109604612       13.802848575179997       9.006687725879681
1.3375000000000001       14.298722022836598       13.683513761232456       8.899969553871307
1.35                     14.20274362377827        13.565663803591349       8.794936071269378
1.3625                   14.091572555752258       13.448738402483308       8.691554901913593
1.375                    13.964274707077875       13.332030331049731       8.589825984025557
1.3875000000000002       13.820141045770239       13.214788560443631       8.489776671972866
1.4000000000000001       13.658700157372925       13.096338977543311       8.3914511124636
1.4125                   13.47972731993707        12.976198348632622       8.29489568062878
1.425                    13.283249984970976       12.854157909377301       8.200143122491244
1.4375                   13.069549556432674       12.730318692685906       8.107198486443398
1.4500000000000002       12.83915942739861        12.605071339365384       8.01602975370437
1.4625000000000001       12.592859244535322       12.479024611401329       7.926565344007938
1.475                    12.331665434852802       12.352897769520332       7.838699504924503
1.4875                   12.056818090072927       12.227399331015036       7.752305126517986
1.5                      11.769764355710088       12.103116855482096       7.667252098481595
1.5125000000000002       11.472138552445744       11.980439310715445       7.583428082481759
1.5250000000000001       11.16573933439272        11.859525205360749       7.500757879236317
1.5375                   10.852504240009974       11.740319220390688       7.419217540137827
1.55                     10.534482060613511       11.622609318443445       7.338839987500163
1.5625                   10.213803498402372       11.506107936121872       7.259710207928237
1.5750000000000002       9.892650605943548        11.390536924698216       7.181949708818471
1.5875000000000001       9.573225527364723        11.275696536727141       7.105691877044319
1.6                      9.257719047881444        11.161504540028398       7.031051549461668
1.6125                   8.948279443738963        11.047999761164945       6.958093330461293
1.625                    8.646982100865394        10.935313456083934       6.886803780902597
1.6375000000000002       8.355800332465131        10.823619520354322       6.817072299508291
1.6500000000000001       8.07657780309496         10.713078660712268       6.748684541212103
1.6625                   7.811002920547855        10.603792035355118       6.681330370592051
1.675                    7.560585533969321        10.495775724289537       6.614626243937908
1.6875                   7.326636250865855        10.388961071238938       6.548149707677768
1.7000000000000002       7.110248662231586        10.283218627775705       6.481481744392713
1.7125000000000001       6.912284728395407        10.178397226266705       6.414251370357895
1.725                    6.733363584874016        10.074366325704256       6.346176369507171
1.7375                   6.573853944622767        9.97104949643415         6.277094435784862
1.75                     6.43387026673229         9.868440396148658        6.206980345358386
1.7625000000000002       6.313272793663077        9.766597833281535        6.13594669889664
1.7750000000000001       6.2116714972344536       9.665622551024251        6.0642281288766915
1.7875                   6.128433887713362        9.565623322829346        5.992151266139539
1.8                      6.062696602239916        9.466682497648879        5.9200946400611905
1.8125                   6.013380546346954        9.368830901909744        5.848444270616365
1.8250000000000002       5.979209342370409        9.272038712972412        5.777550968019769
1.8375000000000001       5.958730746833324        9.176224218257156        5.707695033808106
1.85                     5.950340647527168        9.081277185070828        5.639062750152236
1.8625                   5.95230921285663         8.987089584997884        5.571737140138522
1.875                    5.962808746494682        8.893584555072383        5.505703351025677
1.8875000000000002       5.979942772781541        8.800735317557221        5.440866683853814
1.9000000000000001       6.001775899421627        8.708569008137294        5.377079677438541
1.9125                   6.026364001444691        8.617154782651218        5.314173454479488
1.925                    6.051784287036481        8.526580131705577        5.251988230364302
1.9375                   6.076164820999652        8.43692255069215         5.1903983846134825
1.9500000000000002       6.097713091466032        8.348224943266024        5.12932865626435
1.9625000000000001       6.114743223469855        8.260481763238312        5.0687597755002
1.975                    6.125701448206107        8.173639627136835        5.008723636403326
1.9875                   6.12918944768789         8.087611894520158        4.949289845145992
2                        6.123985214896671        8.002302658694862        4.890546784983975
2.0125                   6.10906107610534         7.917633009014337        4.83258099699038
2.025                    6.083598566167591        7.833561793382121        4.775458729344158
2.0375                   6.046999888792109        7.750094957252499        4.719212784948381
2.0500000000000003       5.99889574086746         7.66728091262178         4.663836653489919
2.0625                   5.9391493498895205       7.585193488937071        4.609286478967791
2.075                    5.867856658865962        7.5039076357463514       4.555489941969822
2.0875                   5.785342641073064        7.42347506509857         4.502359989138857
2.1                      5.692153847487169        7.343907065992243        4.449810500351565
2.1125000000000003       5.58904733696909         7.265169438042154        4.397770866147655
2.125                    5.4769762098833805       7.18719096604252         4.346196799253554
2.1375                   5.357072022188097        7.109882866333879        4.295075542370946
2.15                     5.230624407536055        7.033163416335401        4.244424801746181
2.1625                   5.099058239342462        6.956980483269599        4.194285882136907
2.1750000000000003       4.963908726495309        6.881325221845884        4.144712662868636
2.1875                   4.826794818137024        6.806232916573899        4.095758687738859
2.2                      4.689391318372299        6.7317706595482845       4.047464925412766
2.2125                   4.553400121050746        6.658015459736903        3.9998505245978624
2.225                    4.4205209861516535       6.585029222174708        3.9529081999546594
2.2375000000000003       4.2924222885647          6.5128380256851          3.906604999732626
2.25                     4.170712188162615        6.4414219484228035       3.8608880573717794
2.2625                   4.056910670593067        6.370718560563923        3.815694059519249
2.275                    3.9524229160321633       6.30063925207973         3.7709604652034785
2.2875                   3.8585144447450395       6.23109371995936         3.726636240696355
2.3000000000000003       3.776288466656022        6.162015469983467        3.6826900467475583
2.3125                   3.7066658467985896       6.093380690558367        3.639114337599592
2.325                    3.6503680266998066       6.025214725356097        3.5959247109707357
2.3375                   3.607903209604983        5.957583938809412        3.553154754193844
2.35                     3.579556043411328        5.890575024162387        3.5108475075081427
2.3625000000000003       3.5653809619031693       5.824267607609216        3.4690452967275722
2.375                    3.565199282233101        5.758708121896241        3.4277799557722823
2.3875                   3.578600088047688        5.6938928720970825       3.3870653608103116
2.4000000000000004       3.6049448455047153       5.629765628454577        3.3468936826168982
2.4125                   3.643375667442557        5.5662309803720955       3.3072360212513563
2.4250000000000003       3.6928270787010824       5.503180054482094        3.2680472212151135
2.4375                   3.752041088240039        5.44052138720698         3.2292738440758604
2.45                     3.8195853522258703       5.378207947732887        3.190863690930477
2.4625000000000004       3.893874157871735        5.316251978911703        3.152774957967076
2.475                    3.973191928933087        5.254722699898608        3.1149832311696897
2.4875000000000003       4.055718925875246        5.193726696059296        3.0774849685581667
2.5                      4.139558771497752        5.13337595686404         3.040296817579778
2.5125                   4.222767395935899        5.073752438425869        3.003450953599591
2.5250000000000004       4.30338297135758         5.014879543206124        2.9669873766584423
2.5375                   4.379456362295969        4.956709531239869        2.9309447403767215
2.5500000000000003       4.449081608194261        4.899131585818779        2.895351529492832
2.5625                   4.510425939041118        4.841999555701539        2.8602193301240235
2.575                    4.561758823684785        4.785172511292443        2.825539520670222
2.5875000000000004       4.601479571057921        4.728557021930095        2.791284013552161
2.6                      4.628143015405857        4.672138687714367        2.757409916689838
2.6125000000000003       4.640482875456739        4.615992599455107        2.7238671483918395
2.625                    4.637432413310991        4.560267789098112        2.690607502960519
2.6375                   4.618142075987394        4.505147738267269        2.6575933636723685
2.6500000000000004       4.581993858995902        4.450796131954711        2.624804324902509
2.6625                   4.528612203832265        4.3973021044731135       2.5922404143399853
2.6750000000000003       4.457871256217318        4.344640913476392        2.5599212308981127
2.6875                   4.369898424298588        4.2926633132848915       2.527881187297709
2.7                      4.265074175197511        4.24112039572699         2.4961617697873657
2.7125000000000004       4.144028074507875        4.189721989123924        2.464802341958429
2.725                    4.007631114990362        4.138217662430892        2.4338313180658155
2.7375000000000003       3.8569844303445042       4.086482550051898        2.403259462359085
2.75                     3.6934045129256483       4.034587150816983        2.3730766922795774
2.7625                   3.5184051489834203       3.9828323835824677       2.3432530397492486
2.7750000000000004       3.333676296893259        3.9317380526159273       2.3137436328954846
2.7875                   3.1410602096428177       3.8819828215367775       2.2844967526343205
2.8000000000000003       2.942525157198293        3.8343049256215544       2.255463393421407
2.8125                   2.7401371511759987       3.7893821162787327       2.226606444526244
2.825                    2.5360301214520047       3.747715015976637        2.197907634985905
2.8375000000000004       2.3323750368467238       3.709538083756977        2.1693708233578772
2.85                     2.131348469741485        3.674776867643645        2.141020907346738
2.8625000000000003       1.9351011202613704       3.6430606921601867       2.1128984838115827
2.875                    1.7457268042854692       3.6137879935355754       2.085051245232895
2.8875                   1.56523239074453         3.5862306329457216       2.0575237518726976
2.9000000000000004       1.3955091442840537       3.5596551404937067       2.0303476074440594
2.9125                   1.2383058857047207       3.533436079367696        2.00353401046604
2.9250000000000003       1.0952043482859344       3.507139443898295        1.9770702313382842
2.9375                   0.9675970668255518       3.4805613151222725       1.950920832292338
2.95                     0.8566680898682562       3.4537176325859518       1.9250335114076769
2.9625000000000004       0.7633767903545262       3.4267914779220505       1.8993485619787205
2.975                    0.6884449921994054       3.400053643364698        1.8738101382200794
2.9875000000000003       0.6323476076263191       3.37377663898438         1.8483771381825422
3                        0.5953069451118366       3.3481620757149417       1.8230315126755043
3.0125                   0.5772908026658671       3.3232965728737116       1.7977822354172688
3.0250000000000004       0.5780143983163015       3.2991430790110523       1.7726639890127853
3.0375                   0.5969461659254959       3.27556569259917         1.747730582047062
3.0500000000000003       0.6333173275278144       3.2523775806445854       1.723044235247562
3.0625                   0.6861351170282012       3.2293972083236686       1.6986626853494509
3.075                    0.7541994441753435       3.2064972856869987       1.6746265866513748
3.0875000000000004       0.8361227166350402       3.1836341066567813       1.6509497504227666
3.1                      0.9303524643954953       3.1608512833552163       1.6276142951776917
3.1125000000000003       1.0351963867678124       3.138258874037318        1.6045719794321018
3.125                    1.1488493580699346       3.1159958662861365       1.5817517416151328
3.1375                   1.26942194391418         3.0941875012577733       1.5590723189490279
3.1500000000000004       1.3949699528347783       3.0729096420839785       1.5364577348633512
3.1625                   1.5235245537214845       3.052169612072634        1.5138527514140565
3.1750000000000003       1.6531225030512733       3.0319077214004193       1.491235231326668
3.1875                   1.7818360402372166       3.012017878894016        1.4686227123142876
3.2                      1.9078020291270545       2.9923801428952452       1.4460715077485278
3.2125000000000004       2.029249942355051        2.9728954148275313       1.4236679357210804
3.225                    2.1445282976188422       2.95351227095134         1.4015127723154086
3.2375000000000003       2.2521291706193116       2.934238688185674        1.3797014091451596
3.25                     2.350710421586998        2.9151360262984896       1.3583031870544915
3.2625                   2.4391152793667668       2.8962977518836115       1.3373438520671919
3.2750000000000004       2.5163889689890246       2.8778197873888947       1.3167947999822436
3.2875                   2.581792080362391        2.8597713066039816       1.2965718433529745
3.3000000000000003       2.6348104264532357       2.842174428086437        1.2765447678312896
3.3125                   2.675161199998961        2.8249983577210647       1.2565571144952266
3.325                    2.70279529004664         2.8081692565117806       1.236453842743593
3.3375000000000004       2.7178957062647706       2.791592473924804        1.2161129229312904
3.35                     2.720872154348136        2.775180294285778        1.195475973295559
3.3625000000000003       2.7123518099604094       2.75887690546551         1.1745727302029392
3.375                    2.693166604604213        2.7426735935137603       1.1535351811821084
3.3875                   2.6643371034876515       2.7266097126851343       1.1325979054839042
3.4000000000000004       2.6270536418149604       2.7107596153790685       1.1120838094363585
3.4125                   2.5826550611930443       2.695209830204882        1.0923764747562352
3.4250000000000003       2.5326042098703936       2.680032230259385        1.0738810655528184
3.4375                   2.4784613257777615       2.665261570720412        1.0569794237484158
3.45                     2.421857455450686        2.650885451263992        1.0419870638531064
3.4625000000000004       2.3644661353645247       2.6368475320059503       1.029115937928552
3.475                    2.3079740631952883       2.623063198934211        1.0184485048241465
3.4875000000000003       2.2540528685687815       2.6094445550665077       1.0099284387533007
3.5                      2.2043300118160687       2.595925232341332        1.003367042159676
3.5125                   2.160360439017644        2.5824788946494976       0.9984656076880102
3.5250000000000004       2.1235998260516395       2.5691264429919505       0.9948509474593578
3.5375                   2.0953784547645604       2.55592862646388         0.9921177386712633
3.5500000000000003       2.076877408837907        2.542967432473471        0.9898730019525087
3.5625                   2.0691069973934786       2.5303212672535556       0.9877761786386109
3.575                    2.0728876339137803       2.5180410583224497       0.985569433563736
3.5875000000000004       2.088834032357582        2.5061347320019265       0.9830950713694869
3.6                      2.1173426460811067       2.494564259204354        0.9802981392546429
3.6125000000000003       2.1585827726059317       2.4832562997568766       0.977215090961936
3.625                    2.2124915316120095       2.4721233670934954       0.9739512629103687
3.6375                   2.2787727011916568       2.4610892038441645       0.9706513058299057
3.6500000000000004       2.3568994940435313       2.450110962999308        0.9674676727322852
3.6625                   2.446121150303924        2.4391915726993436       0.9645320924600559
3.6750000000000003       2.545473183753059        2.4283785376977627       0.961934162926177
3.6875                   2.6537910740293773       2.417749414154248        0.9597097706492318
3.7                      2.769727126268295        2.4073881148864893       0.9578402280263153
3.7125000000000004       2.8917702075597944       2.3973589879418324       0.9562612144181007
3.725                    3.018268045413293        2.3876863697071866       0.9548790474929875
3.7375000000000003       3.14745175978797         2.3783458179014674       0.9535907698166889
3.75                     3.2774622925453154       2.369269879296614        0.952304159704486
3.7625                   3.4063783827630347       2.3603669834643637       0.9509540840386111
3.7750000000000004       3.5322457179552043       2.3515481163799445       0.9495125200862696
3.7875                   3.65310686639838         2.3427534771562946       0.9479908907042357
3.8000000000000003       3.7670315661504055       2.3339711131286855       0.9464348308951626
3.8125                   3.8721469165555265       2.325241682680445        0.9449128670190344
3.825                    3.9666669923645217       2.3166474442958327       0.9435015071515002
3.8375000000000004       4.048921384609055        2.3082882083842104       0.9422697490026226
3.85                     4.117382170742369        2.300250975839586        0.9412659452623193
3.8625000000000003       4.170688821547407        2.2925821978491414       0.9405093885991623
3.875                    4.207670480211825        2.285271860709392        0.939988199101845
3.8875                   4.227365916185197        2.2782509482959497       0.9396622429178169
3.9000000000000004       4.229039785713034        2.271410805218913        0.9394732348295963
3.9125                   4.212197188682002        2.2646303550433395       0.9393564345015949
3.9250000000000003       4.176592463630939        2.257822254512153        0.93925754181873
3.9375                   4.122234316807635        2.2509577764376236       0.9391414735238169
3.95                     4.049382361335569        2.2440710444893353       0.9389926013665219
3.9625000000000004       3.9585396732075786       2.2372512005786          0.9388130869567491
3.975                    3.8504540440608332       2.2306271167185447       0.9386280781357873
3.9875000000000003       3.726118870855736        2.2243365278519236       0.9384874792496235
4                        3.586753376344161        2.218474869209843        0.9384483159024769
4.0125                   3.4337745839092624       2.2130536247192443       0.9385529961321258
4.025                    3.268796435375219        2.2080022285135787       0.9388370318887508
4.0375000000000005       3.093604402649293        2.2031821203308035       0.9393206826879991
4.05                     2.9101135796529083       2.198401093089718        0.9399884861089999
4.0625                   2.7203545258838835       2.1934813263483908       0.940805305429585
4.075                    2.5264453839643504       2.1883188573729755       0.9417257104516122
4.0875                   2.3305482578567807       2.1829029502428026       0.9426881954645269
4.1000000000000005       2.1348734161597          2.1773731323939693       0.9436598855531707
4.1125                   1.9415847413001415       2.1719423456713582       0.9445857383381747
4.125                    1.752835340749317        2.1669007846973733       0.9454582898548473
4.1375                   1.5707222094686784       2.162522079844328        0.9463074640470622
4.15                     1.3972465381756445       2.1589744522467584       0.9471870875826359
4.1625000000000005       1.2342551066356895       2.1562083999941275       0.948137982021022
4.175                    1.0834367603054431       2.1539400977724914       0.9492012299111071
4.1875                   0.9462988819315745       2.151659341342866        0.9504088589940866
4.2                      0.824145975964325        2.1486802668082317       0.9517747681239299
4.2125                   0.7180796098501699       2.144257604245642        0.9533068757178246
4.2250000000000005       0.6289735576008252       2.137699417913916        0.9549954305162803
4.2375                   0.5574425667061045       2.128455453576944        0.9567951662579964
4.25                     0.5038522254562375       2.116227525703963        0.9586484568201846
4.2625                   0.46834081546064954      2.101058024104366        0.960520108688221
4.275                    0.4508685613381288       2.0834226882399927       0.9624591444369478
4.2875000000000005       0.45097675937748727      2.063755042994402        0.964352233728267
4.3                      0.4679685701021703       2.0426287702263877       0.9661083373443536
4.3125                   0.501072843769859        2.0208822122789987       0.9678181257801183
4.325                    0.5492606116694656       1.9992114149885396       0.9695485374041822
4.3375                   0.611349343608784        1.9782848424352786       0.9714292995660615
4.3500000000000005       0.6857818302405454       1.958082542565973        0.9733804685273385
4.3625                   0.7709475422941333       1.9385226853669615       0.9754193194296344
4.375                    0.8651814667042456       1.91958050241386         0.9776327240229686
4.3875                   0.9666488824858118       1.9010047036806947       0.9800154537507392
4.4                      1.0734348027622342       1.8824420160915516       0.9825270373926439
4.4125000000000005       1.1836158169916435       1.8636883541955422       0.9851446949653014
4.425                    1.2952518346988926       1.8446521014605788       0.9878282578919909
4.4375                   1.406414516929174        1.8253387127037046       0.9905249959938108
4.45                     1.5152329488820362       1.805871190633144        0.9931963966639331
4.4625                   1.6199161267256301       1.7864357245287834       0.9958198327778255
4.4750000000000005       1.7187759479623805       1.7672127481732807       0.9983890049873799
4.4875                   1.8102564016980818       1.748334450357927        1.0009192881332267
4.5                      1.892956972037845        1.729853238638767        1.0034450447847632
4.5125                   1.965651474617614        1.7117309387567636       1.0060110636723925
4.525                    2.0273064790235007       1.6938577915500344       1.008664054306352
4.5375000000000005       2.077097077042263        1.6760901133422252       1.0114439508401942
4.55                     2.1144179828185985       1.6582923398266074       1.0143749481882243
4.5625                   2.1388915931186796       1.6403745676553771       1.0174601695023717
4.575                    2.1503731823602386       1.6223154498093673       1.0206809749849735
4.5875                   2.1489513169021044       1.6041629371059083       1.0240000084344063
4.6000000000000005       2.1349447352505746       1.586016194176563        1.0273681278827438
4.6125                   2.1088955468039994       1.567993806880332        1.0307343091507593
4.625                    2.0715582989606567       1.5501984344554975       1.0340556932682248
4.6375                   2.0238856405237464       1.5326878122863576       1.037306385473585
4.65                     1.9670107042522247       1.515460108031265        1.0404831370227907
4.6625000000000005       1.9022265599806862       1.4984572396536395       1.0436066627869593
4.675                    1.8309636582297746       1.4815847837994618       1.0467185632675655
4.6875                   1.7547647760767762       1.4647412216257563       1.049873563508726
4.7                      1.6752569588739683       1.447846521948722        1.0531276620763033
4.7125                   1.5941230835529256       1.4308639161992713       1.0565262671324767
4.7250000000000005       1.5130745134797337       1.4138097427792549       1.0600955931977178
4.7375                   1.4338222356727235       1.3967461188249908       1.0638364354385088
4.75                     1.358047085640445        1.3797597025653519       1.067721859418292
4.7625                   1.2873723175704908       1.362935626770916        1.0717021715508708
4.775                    1.223336710490209        1.3463324712471476       1.0757144939538676
4.7875000000000005       1.1673672280273353       1.3299645704429373       1.0796939511805588
4.800000000000001        1.1207544027891208       1.3137989906116327       1.0835869981624078
4.8125                   1.0846298659532139       1.2977667952441294       1.0873633998918597
4.825                    1.0599451214191717       1.2817839860768425       1.0910230583685763
4.8375                   1.0474535971610668       1.2657768485766232       1.0945976809657834
4.8500000000000005       1.0476961760824206       1.2497041441407568       1.0981464347094374
4.862500000000001        1.0609897518945721       1.2335687720475559       1.1017452453116026
4.875                    1.087419801546338        1.217416125852129        1.1054722174679503
4.8875                   1.126837191320461        1.201319932916409        1.1093918694838092
4.9                      1.178858879629645        1.1853594380091217       1.1135407682746845
4.9125000000000005       1.2428727609920283       1.1695949347149155       1.117917810750183
4.925000000000001        1.3180464765926398       1.1540491867156757       1.1224814296414583
4.9375                   1.4033397954498914       1.1386999444401653       1.1271546004795197
4.95                     1.497520302721863        1.1234859669179411       1.1318373922083789
4.9625                   1.599182059413009        1.108324928850614        1.1364252744233803
4.9750000000000005       1.7067667647582767       1.0931377124395782       1.1408299713985077
4.987500000000001        1.8185870876901118       1.0778721269821958       1.1449991863608269
5                        1.932851851780248        1.0625189263984975       1.148931250289847
5.0125                   2.0476927225581623       1.047115243618608        1.1526813801108864
5.025                    2.161192130103525        1.0317343604948468       1.1563575394635148
5.0375000000000005       2.271412149068974        1.0164645944546489       1.1601055459913427
5.050000000000001        2.376424048741274        1.0013832680648107       1.164084757064949
5.0625                   2.474338164621377        0.9865335655950708       1.1684377885631558
5.075                    2.5633337212512735       0.9719108785281444       1.1732585993383353
5.0875                   2.6416881516010284       0.9574629862905154       1.1785640812932756
5.1000000000000005       2.707805397180908        0.9431041985306693       1.184274137729836
5.112500000000001        2.760242638575884        0.9287394830967465       1.1902040548898671
5.125                    2.7977348977582848       0.9142918125242653       1.1960712812283039
5.1375                   2.8192169160575236       0.8997247302486954       1.2015169270728931
5.15                     2.8238418481611487       0.8850533842243548       1.2061394749275236
5.1625000000000005       2.8109963484933917       0.8703407358840921       1.2095367276533848
5.175000000000001        2.780311739694536        0.8556796134123258       1.21135049662011
5.1875                   2.7316710952179983       0.8411656618105124       1.2113078107624846
5.2                      2.6652122262368114       0.8268690515916043       1.2092529453911516
5.2125                   2.5813266515187117       0.8128130527915155       1.2051658635467979
5.2250000000000005       2.480654679161191        0.7989661745511044       1.1991642188747529
5.237500000000001        2.364076904135639        0.785250407748011        1.1914888987588592
5.25                     2.2327023559923735       0.7715635252632272       1.1824751261003892
5.2625                   2.0878535675458507       0.7578093242876652       1.1725131965925704
5.275                    1.931048793560584        0.7439269604693451       1.1620043838998912
5.2875000000000005       1.7639816346139305       0.7299105014008199       1.151318198306827
5.300000000000001        1.5884982423916378       0.7158126762745863       1.1407565086811984
5.3125                   1.4065722803823881       0.7017307609652247       1.1305291632430736
5.325                    1.2202778774718148       0.687778280266942        1.1207436655572016
5.3375                   1.0317608170969208       0.6740503455317893       1.1114093187529301
